"annee" "nom_region" "code_region" "domaine_de_tension" "prod_photovoltaïque_enedis_(mwh)" "prod_eolien_enedis_(mwh)" "prod_hydraulique_enedis_(mwh)" "prod_bio_energie_enedis_(mwh)" "prod_cogeneration_enedis_(mwh)" "prod_autres_filieres_enedis_(mwh)"
"2013" "Occitanie" "76" "BT > 36 kVA" 340959.126835602 NA 20726.6180264444 2433.69511297324 NA NA
"2013" "Nouvelle-Aquitaine" "75" "BT > 36 kVA" 239325.615524091 NA 9256.01384914497 5096.57767128771 NA NA
"2013" "Grand-Est" "44" "BT > 36 kVA" 110979.723342036 NA 19071.7705887613 13732.7012743812 1553.576 NA
"2013" "Normandie" "28" "HTA" 26439.705 967696.925772121 115407.676838314 88350.65 385091.341387009 212.634
"2014" "Bretagne" "53" "HTA" 19198.991 1394369.37633235 18615.123 231664.460443041 284033.306919381 687.186368382402
"2014" "Provence-Alpes-Côte D'azur" "93" "BT > 36 kVA" 143876.717922169 NA 8004.86888167783 1097.864 NA NA
"2014" "Occitanie" "76" "HTA" 651071.878334174 1698903.08652406 1298198.89786798 375721.036674769 184059.699666667 846.068333333333
"2014" "Bretagne" "53" "BT <= 36 kVA" 85057.881091386 32.0964915785338 NA NA NA NA
"2014" "Grand-Est" "44" "BT > 36 kVA" 123005.422734155 NA 16581.0677403288 27576.0981949834 1543.655 NA
"2015" "Bourgogne-Franche-Comté" "27" "HTA" 35482.2403923676 695616.560053843 206487.591798567 130318.232 196804.950833333 414.864
"2015" "Pays De La Loire" "52" "HTA" 62862.1409747461 1222369.47984376 16195.7546964819 291228.599006509 402186.868 15496.84
"2015" "Bretagne" "53" "HTA" 18917.663 1648768.14515991 17298.517 248701.983776837 377755.185449585 985.253915670878
"2015" "Normandie" "28" "BT <= 36 kVA" 52019.1853535922 NA NA NA NA NA
"2015" "Centre-Val De Loire" "24" "HTA" 36023.72982639 1331098.798736 32115.5697329208 350068.378503625 197860.547333333 NA
"2019" "Normandie" "28" "BT <= 36 kVA" 65131.98771 13.36309306 173.3062883 NA NA NA
"2019" "Provence-Alpes-Côte D'azur" "93" "BT > 36 kVA" 258467.6843 NA 11128.46887 1093.646833 NA NA
"2019" "Île-De-France" "11" "BT > 36 kVA" 21756.73319 30.24716667 NA 1097.0905 977.62 NA
"2019" "Bretagne" "53" "BT <= 36 kVA" 100671.2621 22.77927685 546.0910828 NA NA NA
"2019" "Centre-Val De Loire" "24" "BT <= 36 kVA" 62880.88934 NA NA NA NA NA
"2017" "Grand-Est" "44" "BT <= 36 kVA" 92020.953 12.865 679.957 NA NA NA
"2017" "Nouvelle-Aquitaine" "75" "HTA" 1198246.182 555046.347 493014.007 408071.488 323755.044 19382.312
"2017" "Hauts-De-France" "32" "BT <= 36 kVA" NA 50.106 NA NA NA NA
"2017" "Normandie" "28" "BT <= 36 kVA" 57069.158 22.465 NA NA NA NA
"2017" "Normandie" "28" "HTA" 32135.809 1290584.774 115566.934 118696.365 443915.507 298.016
"2018" "Normandie" "28" "BT <= 36 kVA" 64631.0344717697 16.9932760707853 NA NA NA NA
"2018" "Provence-Alpes-Côte D'azur" "93" "HTA" 934274.298987834 58141.6143333333 416368.943 424481.114333333 414934.695166667 803.055333333333
"2018" "Occitanie" "76" "HTA" 1124320.92499621 2182421.81834467 1449445.53392273 420631.814833333 191992.6305 995.133
"2016" "Provence-Alpes-Côte D'azur" "93" "BT <= 36 kVA" 139392.804742088 NA NA NA NA NA
"2016" "Bretagne" "53" "BT <= 36 kVA" 92718.5964561175 26.756660262684 359.127857602831 NA NA NA
"2016" "Bourgogne-Franche-Comté" "27" "BT <= 36 kVA" 62994.4336311202 NA 507.698144141944 NA NA NA
"2020" "Hauts-De-France" "32" "HTA" 49430.0943235122 9582957.85591409 3634.21324966667 486100.331869333 597491.140999833 96619.4875
"2020" "Nouvelle-Aquitaine" "75" "BT > 36 kVA" 561213.608069754 NA 11576.2122594588 18165.5606666667 344.1915 NA
"2020" "Grand-Est" "44" "HTA" 143504.756913384 8365551.50763817 281244.937729 647880.491670333 503215.282333333 13444.4761475
"2020" "Hauts-De-France" "32" "BT <= 36 kVA" NA 26.5936466649547 NA 1605.66551395078 NA 732.322177776511
"2020" "Nouvelle-Aquitaine" "75" "BT <= 36 kVA" NA 4.95877029957828 NA NA NA 702.447665417078
"2011" "Bourgogne-Franche-Comté" "27" "HTA" 2873.0192068583 153891.74035 178651.229489401 107907.012153507 278770.026104681 247.968165
"2011" "Bretagne" "53" "BT <= 36 kVA" 53165.5498853099 NA NA NA NA NA
"2011" "Occitanie" "76" "HTA" 163983.076973513 1412877.65302306 966396.673089605 350650.058362301 306465.30578273 428.55984
"2012" "Normandie" "28" "BT > 36 kVA" 22316.2612744709 241.613043418761 1064.97350548618 5902.41740191935 NA NA
"2012" "Centre-Val De Loire" "24" "HTA" 21289.1580542707 1159912.93866031 37353.5016576112 190429.933852215 297674.356 NA
"2012" "Grand-Est" "44" "HTA" 41984.5476837619 3343073.09144655 250577.486455945 193703.689805649 585205.436253398 706.873239721382
"2012" "Île-De-France" "11" "BT > 36 kVA" 8843.19167377582 31.336 NA NA 1465.011 NA
"2013" "Bourgogne-Franche-Comté" "27" "BT <= 36 kVA" 45231.0271804994 NA NA NA NA NA
"2013" "Occitanie" "76" "BT <= 36 kVA" 192423.052212845 NA NA NA NA NA
"2013" "Auvergne-Rhône-Alpes" "84" "HTA" 129473.381543883 695851.681 1585419.73566424 532262.469420297 423228.241245428 906.671
"2013" "Auvergne-Rhône-Alpes" "84" "BT > 36 kVA" 166676.509708535 NA 17449.2869960029 7181.52033642002 1553.997 NA
"2013" "Centre-Val De Loire" "24" "BT <= 36 kVA" 34264.2486624312 6.09770358705719 NA NA NA NA
"2013" "Bourgogne-Franche-Comté" "27" "BT > 36 kVA" 31215.0146476171 NA 15607.6262318046 4823.45191891892 NA NA
"2013" "Île-De-France" "11" "BT > 36 kVA" 10528.6769032488 27.238 NA NA 1228.159 NA
"2013" "Pays De La Loire" "52" "BT > 36 kVA" 129303.174029869 NA 1652.16944813488 4854.49942716385 672.178 NA
"2013" "Hauts-De-France" "32" "BT > 36 kVA" 28172.2970958558 171.549 622.712265819433 4628.59230866617 821.661 NA
"2014" "Bourgogne-Franche-Comté" "27" "BT <= 36 kVA" 57515.915743786 NA NA NA NA NA
"2014" "Grand-Est" "44" "BT <= 36 kVA" 75987.6807746796 NA NA NA NA NA
"2014" "Auvergne-Rhône-Alpes" "84" "HTA" 207227.642839311 713991.719333333 1489090.91918009 618822.5375 435130.160805644 508.383
"2015" "Grand-Est" "44" "HTA" 53365.1 4866659.38683905 223106.517375334 317970.711635576 414333.291494191 1242.635
"2015" "Normandie" "28" "HTA" 33834.069 1258107.88490549 101389.155 111352.651851883 362119.376 587.624
"2015" "Grand-Est" "44" "BT > 36 kVA" 132992.399819157 NA 16236.3380654849 37757.6319473876 1455.723 NA
"2015" "Pays De La Loire" "52" "BT > 36 kVA" 182921.656129628 NA 1703.34780431912 12950.5091186296 251.231 NA
"2015" "Grand-Est" "44" "BT <= 36 kVA" 83913.6370558235 NA NA NA NA NA
"2015" "Auvergne-Rhône-Alpes" "84" "BT > 36 kVA" 254110.117463699 8.457 17180.9138070704 12285.5599215208 1576.222 NA
"2015" "Pays De La Loire" "52" "BT <= 36 kVA" 172509.45646126 33.5525506943536 260.394442185494 NA NA NA
"2017" "Île-De-France" "11" "BT > 36 kVA" 15634.586 19.425 NA 601.976 800.455 NA
"2017" "Bourgogne-Franche-Comté" "27" "BT > 36 kVA" 54708.91 NA 14194.077 27108.391 NA NA
"2017" "Bourgogne-Franche-Comté" "27" "BT <= 36 kVA" 72353.992 NA 628.127 NA NA NA
"2017" "Grand-Est" "44" "HTA" 61010.859 5256576.569 234070.114 386109.121 409789.501 6974.079
"2017" "Provence-Alpes-Côte D'azur" "93" "BT > 36 kVA" 221489.65 NA 6457.801 1207.499 NA NA
"2017" "Auvergne-Rhône-Alpes" "84" "BT > 36 kVA" 280418.455 NA 16699.435 19774.668 1503.183 NA
"2016" "Occitanie" "76" "BT <= 36 kVA" 263628.200195089 30.5919400863995 554.87047620951 NA NA NA
"2016" "Pays De La Loire" "52" "BT > 36 kVA" 187382.736023908 NA 1836.60233853877 20389.538 300.294 NA
"2016" "Hauts-De-France" "32" "HTA" 29228.373 4409112.28033333 3885.212 463815.305 544077.375 1468.746
"2016" "Pays De La Loire" "52" "HTA" 69116.431 1256025.272 16520.463 307391.643 426255.243 27136.99
"2016" "Provence-Alpes-Côte D'azur" "93" "BT > 36 kVA" 197578.881312864 NA 7489.98005859958 1134.491 NA NA
"2018" "Nouvelle-Aquitaine" "75" "BT <= 36 kVA" 233305.116486282 19.1265544057986 769.590732323196 NA NA NA
"2018" "Hauts-De-France" "32" "HTA" 32514.0785 6020268.9690135 4019.284 556860.062171 584488.0677845 210.754333333333
"2018" "Bourgogne-Franche-Comté" "27" "BT <= 36 kVA" 77884.5657586848 NA 816.829898919919 NA NA NA
"2018" "Bretagne" "53" "BT > 36 kVA" 99966.0620893849 NA 816.00508990816 21722.9165 NA NA
"2019" "Hauts-De-France" "32" "BT > 36 kVA" 38488.48831 38.92057858 1335.163 16744.99546 1613.128333 NA
"2019" "Île-De-France" "11" "HTA" 21377.4602 195924.0672 62045.48083 774752.4837 1083677.602 5.378
"2011" "Provence-Alpes-Côte D'azur" "93" "HTA" 182032.828481731 49648.276 346679.962261027 317526.135528295 256690.62894994 108.909
"2011" "Bretagne" "53" "HTA" 5410.9372054404 1110337.35320826 10547.954371633 130674.636880956 212022.217090823 1417.108
"2011" "Hauts-De-France" "32" "BT > 36 kVA" 12782.273736507 NA 531.698854611428 2850.74231417817 679.026 NA
"2011" "Normandie" "28" "BT > 36 kVA" 12602.7653475763 53.702 609.276645401884 3498.12151997416 NA NA
"2011" "Hauts-De-France" "32" "BT <= 36 kVA" 34184.8702634052 NA NA NA NA NA
"2012" "Centre-Val De Loire" "24" "BT <= 36 kVA" 28729.3166583359 6.81852322651101 NA NA NA NA
"2012" "Occitanie" "76" "HTA" 382602.80707128 1570395.60196469 1069959.4046832 375336.142540358 271361.344400053 925.213876725744
"2012" "Auvergne-Rhône-Alpes" "84" "BT <= 36 kVA" 151950.157295976 NA NA NA NA NA
"2012" "Hauts-De-France" "32" "BT > 36 kVA" 26197.6443183426 NA 797.135079223412 3173.84900768139 815.533 NA
"2013" "Centre-Val De Loire" "24" "BT > 36 kVA" 45133.2263047581 250.878 543.833857267892 9717.4981564158 811.849 NA
"2013" "Hauts-De-France" "32" "HTA" 29988.479 3020366.55734697 3463.44812470941 404631.234312276 646761.938847691 79.765
"2013" "Nouvelle-Aquitaine" "75" "HTA" 316270.089926263 366897.288589262 674639.341168007 222811.481955616 209716.7561688 470.597
"2013" "Bretagne" "53" "BT <= 36 kVA" 74925.9391711002 44.6804370101011 NA NA NA NA
"2013" "Pays De La Loire" "52" "HTA" 30175.2277867192 983117.639118175 11399.1009046815 305654.324881877 387204.968226919 3.714
"2013" "Bretagne" "53" "BT > 36 kVA" 58254.4050636326 NA 1146.326 6254.32914694983 NA NA
"2013" "Centre-Val De Loire" "24" "HTA" 21035.515 1140563.98866777 54687.2823489729 244151.539241406 239575.527185207 NA
"2013" "Normandie" "28" "BT <= 36 kVA" 39877.9538124957 NA NA NA NA NA
"2014" "Nouvelle-Aquitaine" "75" "HTA" 508965.565542696 426928.89823611 647709.156025736 247363.284687869 180398.983136234 556.45
"2014" "Hauts-De-France" "32" "HTA" 29600.905 3352412.88584815 3461.071 404914.14344454 568146.715333333 486.311
"2014" "Nouvelle-Aquitaine" "75" "BT <= 36 kVA" 170943.969741052 NA NA NA NA NA
"2014" "Île-De-France" "11" "BT <= 36 kVA" 33012.5917476085 NA NA NA NA NA
"2014" "Hauts-De-France" "32" "BT <= 36 kVA" 47364.2387807097 NA NA NA NA NA
"2015" "Bourgogne-Franche-Comté" "27" "BT <= 36 kVA" 63235.7190528729 NA NA NA NA NA
"2015" "Île-De-France" "11" "BT <= 36 kVA" 36308.9661165898 NA NA NA NA NA
"2015" "Nouvelle-Aquitaine" "75" "BT > 36 kVA" 351151.017125209 NA 9327.95862423708 6954.36521428571 NA NA
"2015" "Hauts-De-France" "32" "HTA" 29864.392 4577737.70114449 3168.09264089059 435955.836447892 538672.348 337.989
"2017" "Nouvelle-Aquitaine" "75" "BT <= 36 kVA" 223750.153 20.409 635.884 NA NA NA
"2017" "Pays De La Loire" "52" "BT <= 36 kVA" 189117.831 22.905 631.36 NA NA NA
"2017" "Pays De La Loire" "52" "HTA" 81168.707 1349431.576 8772.562 321859.306 467507.623 19069.169
"2017" "Provence-Alpes-Côte D'azur" "93" "BT <= 36 kVA" 148966.533 NA NA NA NA NA
"2017" "Auvergne-Rhône-Alpes" "84" "HTA" 337217.602 960684.227 1260777.406 655472.081 496409.108 9491.053
"2017" "Bretagne" "53" "BT > 36 kVA" 91902.763 NA 840.435 22007.302 NA NA
"2017" "Bretagne" "53" "BT <= 36 kVA" 97717.958 30.519 381.12 NA NA NA
"2020" "Bourgogne-Franche-Comté" "27" "HTA" 136384.013580162 1794432.78541667 214589.464089536 171106.6844715 286680.975833333 2199.00259651948
"2020" "Grand-Est" "44" "BT <= 36 kVA" 112542.705436627 14.9567304295157 NA NA NA 801.624037547742
"2020" "Auvergne-Rhône-Alpes" "84" "BT > 36 kVA" 407577.966385256 NA 21761.3652019014 42579.2003573067 2830.32966666667 81.0529620430518
"2020" "Hauts-De-France" "32" "BT > 36 kVA" 43698.3670791258 NA 1374.643 27767.6818375067 1908.338 NA
"2020" "Centre-Val De Loire" "24" "BT > 36 kVA" 171631.909867296 364.237666666667 1822.0095 23182.7041936667 1525.026 NA
"2020" "Grand-Est" "44" "BT > 36 kVA" 133486.632855515 NA 14236.122699742 60056.5389452012 750.736666666667 1689.1495
"2020" "Île-De-France" "11" "BT <= 36 kVA" NA NA NA NA NA 32.4957550290022
"2020" "Bretagne" "53" "BT > 36 kVA" 120881.545715503 NA 1282.12833333333 44946.4853333333 NA NA
"2020" "Normandie" "28" "BT <= 36 kVA" 69029.0431173126 9.16316819399447 NA 1564.37972490038 NA 208.922046566094
"2020" "Provence-Alpes-Côte D'azur" "93" "BT <= 36 kVA" NA NA NA NA NA 134.622531040675
"2016" "Normandie" "28" "BT > 36 kVA" 36846.9123887917 296.034 2811.98205008231 28902.915 NA NA
"2016" "Île-De-France" "11" "BT <= 36 kVA" 36097.0461493831 NA NA NA NA NA
"2016" "Nouvelle-Aquitaine" "75" "HTA" 1030118.686 511650.841 606197.14857965 380453.239 247029.089 1500.628
"2016" "Provence-Alpes-Côte D'azur" "93" "HTA" 862508.152 61409.396 410046.044 439586.895 299922.148 2415.184
"2016" "Auvergne-Rhône-Alpes" "84" "BT > 36 kVA" 257469.878599734 NA 22974.9144938215 17351.694 1546.593 NA
"2016" "Nouvelle-Aquitaine" "75" "BT > 36 kVA" 368801.234939301 NA 11417.3437787963 8268.285 NA NA
"2016" "Île-De-France" "11" "HTA" 17007.636 60738.825 57747.989 808001.659 1053889.679 131.773
"2018" "Bretagne" "53" "BT <= 36 kVA" NA 31.1733913869632 434.138236371487 NA NA NA
"2018" "Occitanie" "76" "BT > 36 kVA" 614736.515752324 NA 34979.2899832813 11386.2571666667 NA NA
"2018" "Provence-Alpes-Côte D'azur" "93" "BT > 36 kVA" 213283.029575445 NA 7842.37392153899 1192.40716666667 NA NA
"2018" "Pays De La Loire" "52" "BT > 36 kVA" 227192.130238597 NA 1375.02877910246 22908.9643333333 449.737166666667 NA
"2018" "Île-De-France" "11" "BT <= 36 kVA" 45754.2923991111 NA NA NA NA NA
"2019" "Hauts-De-France" "32" "HTA" 42389.60483 7394648.332 3560.4385 548125.2344 652843.0852 27758.71933
"2019" "Occitanie" "76" "HTA" 1351185.446 2538503.071 1126677.761 451989.449 219205.5396 414.2725
