"annee","nom_com","code_commune","nom_departement","code_departement","nom_region","code_region","domaine_de_tension","prod_photovoltaïque_enedis_(mwh)","prod_eolien_enedis_(mwh)","prod_hydraulique_enedis_(mwh)","prod_bio_energie_enedis_(mwh)","prod_cogeneration_enedis_(mwh)","prod_autres_filieres_enedis_(mwh)","nom_commune"
"2011","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","BT > 36 kVA",227.512366516721,NA,NA,NA,NA,NA,"Bordeaux (33)"
"2011","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","BT <= 36 kVA",383.180574071458,NA,NA,NA,NA,NA,"Bordeaux (33)"
"2011","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","HTA",169.207158018034,NA,NA,NA,16854.6411115479,NA,"Bordeaux (33)"
"2017","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","BT <= 36 kVA",1397.802,NA,NA,NA,NA,NA,"Bordeaux (33)"
"2012","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","HTA",10343.0452137469,NA,NA,NA,15849.786,NA,"Bordeaux (33)"
"2014","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","BT > 36 kVA",643.055084932073,NA,NA,NA,NA,NA,"Bordeaux (33)"
"2015","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","BT <= 36 kVA",892.468202082952,NA,NA,NA,NA,NA,"Bordeaux (33)"
"2015","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","BT > 36 kVA",965.791543211755,NA,NA,NA,NA,NA,"Bordeaux (33)"
"2015","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","HTA",14463.703,NA,NA,3193.268,14418.26,NA,"Bordeaux (33)"
"2018","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","BT <= 36 kVA",1456.9116611901,NA,NA,NA,NA,NA,"Bordeaux (33)"
"2016","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","HTA",13931.267,NA,NA,3841.937,15208.281,NA,"Bordeaux (33)"
"2017","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","BT > 36 kVA",1380.245,NA,NA,NA,NA,NA,"Bordeaux (33)"
"2017","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","HTA",15467.989,NA,NA,4180.04,15329.173,NA,"Bordeaux (33)"
"2018","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","HTA",16553.8613333333,NA,NA,4212.44083333333,15135.7703333333,NA,"Bordeaux (33)"
"2019","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","BT <= 36 kVA",1406.47590644468,NA,NA,NA,NA,NA,"Bordeaux (33)"
"2019","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","HTA",16728.4735,NA,NA,4534.92166666667,14408.43004,NA,"Bordeaux (33)"
"2018","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","BT > 36 kVA",1322.17323552924,NA,NA,NA,NA,NA,"Bordeaux (33)"
"2019","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","BT > 36 kVA",1539.06033333333,NA,NA,NA,NA,NA,"Bordeaux (33)"
"2020","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","BT > 36 kVA",1061.967,NA,0.00100000000000019,NA,NA,NA,"Bordeaux (33)"
"2020","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","HTA",16870.7956666667,NA,NA,4809.36066666667,14152.9401666667,NA,"Bordeaux (33)"
"2020","Bordeaux","33063","Gironde","33","Nouvelle-Aquitaine","75","BT <= 36 kVA",1444.03088160743,NA,NA,NA,NA,NA,"Bordeaux (33)"
"2015","Boulogne-Billancourt","92012","Hauts-De-Seine","92","Île-De-France","11","BT <= 36 kVA",NA,NA,NA,NA,NA,NA,"Boulogne-Billancourt (92)"
"2011","Boulogne-Billancourt","92012","Hauts-De-Seine","92","Île-De-France","11","BT <= 36 kVA",NA,NA,NA,NA,NA,NA,"Boulogne-Billancourt (92)"
"2014","Boulogne-Billancourt","92012","Hauts-De-Seine","92","Île-De-France","11","BT <= 36 kVA",NA,NA,NA,NA,NA,NA,"Boulogne-Billancourt (92)"
"2012","Boulogne-Billancourt","92012","Hauts-De-Seine","92","Île-De-France","11","BT <= 36 kVA",NA,NA,NA,NA,NA,NA,"Boulogne-Billancourt (92)"
"2013","Boulogne-Billancourt","92012","Hauts-De-Seine","92","Île-De-France","11","BT <= 36 kVA",NA,NA,NA,NA,NA,NA,"Boulogne-Billancourt (92)"
"2017","Boulogne-Billancourt","92012","Hauts-De-Seine","92","Île-De-France","11","BT <= 36 kVA",NA,NA,NA,NA,NA,NA,"Boulogne-Billancourt (92)"
"2016","Boulogne-Billancourt","92012","Hauts-De-Seine","92","Île-De-France","11","BT <= 36 kVA",NA,NA,NA,NA,NA,NA,"Boulogne-Billancourt (92)"
"2018","Boulogne-Billancourt","92012","Hauts-De-Seine","92","Île-De-France","11","BT <= 36 kVA",119.29518899416,NA,NA,NA,NA,NA,"Boulogne-Billancourt (92)"
"2019","Boulogne-Billancourt","92012","Hauts-De-Seine","92","Île-De-France","11","BT > 36 kVA",44.993,NA,NA,NA,NA,NA,"Boulogne-Billancourt (92)"
"2019","Boulogne-Billancourt","92012","Hauts-De-Seine","92","Île-De-France","11","BT <= 36 kVA",84.0460941673328,NA,NA,NA,NA,NA,"Boulogne-Billancourt (92)"
"2020","Boulogne-Billancourt","92012","Hauts-De-Seine","92","Île-De-France","11","BT <= 36 kVA",60.1238937052508,NA,NA,NA,NA,NA,"Boulogne-Billancourt (92)"
"2020","Boulogne-Billancourt","92012","Hauts-De-Seine","92","Île-De-France","11","BT > 36 kVA",135.219,NA,NA,NA,NA,NA,"Boulogne-Billancourt (92)"
"2020","Boulogne-Billancourt","92012","Hauts-De-Seine","92","Île-De-France","11","HTA",33.466,NA,NA,NA,NA,NA,"Boulogne-Billancourt (92)"
"2014","Brest","29019","Finistère","29","Bretagne","53","BT <= 36 kVA",348.38512262741,NA,NA,NA,NA,NA,"Brest (29)"
"2012","Brest","29019","Finistère","29","Bretagne","53","BT > 36 kVA",388.530894256575,NA,NA,NA,NA,NA,"Brest (29)"
"2015","Brest","29019","Finistère","29","Bretagne","53","BT <= 36 kVA",354.55678409468,NA,NA,NA,NA,NA,"Brest (29)"
"2015","Brest","29019","Finistère","29","Bretagne","53","HTA",NA,NA,NA,7422.996,NA,90.343,"Brest (29)"
"2013","Brest","29019","Finistère","29","Bretagne","53","BT > 36 kVA",392.82523128085,NA,NA,NA,NA,NA,"Brest (29)"
"2011","Brest","29019","Finistère","29","Bretagne","53","BT > 36 kVA",253.370462201881,NA,NA,NA,NA,NA,"Brest (29)"
"2011","Brest","29019","Finistère","29","Bretagne","53","BT <= 36 kVA",220.537919383655,NA,NA,NA,NA,NA,"Brest (29)"
"2011","Brest","29019","Finistère","29","Bretagne","53","HTA",NA,NA,NA,12866.184,NA,214.88,"Brest (29)"
"2017","Brest","29019","Finistère","29","Bretagne","53","HTA",NA,NA,NA,12249.133,16963.85,127.712,"Brest (29)"
"2012","Brest","29019","Finistère","29","Bretagne","53","BT <= 36 kVA",249.19650470025,NA,NA,NA,NA,NA,"Brest (29)"
"2012","Brest","29019","Finistère","29","Bretagne","53","HTA",NA,NA,NA,10901.113,NA,62.611,"Brest (29)"
"2018","Brest","29019","Finistère","29","Bretagne","53","BT > 36 kVA",496.006576130631,NA,NA,NA,NA,NA,"Brest (29)"
"2016","Brest","29019","Finistère","29","Bretagne","53","HTA",NA,NA,NA,9233.515,4826.749,171.834,"Brest (29)"
"2015","Brest","29019","Finistère","29","Bretagne","53","BT > 36 kVA",398.355367124828,NA,NA,NA,NA,NA,"Brest (29)"
"2018","Brest","29019","Finistère","29","Bretagne","53","BT <= 36 kVA",463.203600111493,NA,NA,NA,NA,NA,"Brest (29)"
"2014","Brest","29019","Finistère","29","Bretagne","53","BT > 36 kVA",413.684519438491,NA,NA,NA,NA,NA,"Brest (29)"
"2014","Brest","29019","Finistère","29","Bretagne","53","HTA",NA,NA,NA,8240.513,NA,22.993,"Brest (29)"
"2016","Brest","29019","Finistère","29","Bretagne","53","BT > 36 kVA",465.940820114366,NA,NA,NA,NA,NA,"Brest (29)"
"2013","Brest","29019","Finistère","29","Bretagne","53","HTA",NA,NA,NA,11418.985,NA,23.47,"Brest (29)"
"2013","Brest","29019","Finistère","29","Bretagne","53","BT <= 36 kVA",321.934443722153,NA,NA,NA,NA,NA,"Brest (29)"
"2017","Brest","29019","Finistère","29","Bretagne","53","BT > 36 kVA",457.592,NA,NA,NA,NA,NA,"Brest (29)"
"2017","Brest","29019","Finistère","29","Bretagne","53","BT <= 36 kVA",452.298,NA,NA,NA,NA,NA,"Brest (29)"
"2019","Brest","29019","Finistère","29","Bretagne","53","BT <= 36 kVA",497.801758181057,NA,NA,NA,NA,NA,"Brest (29)"
"2019","Brest","29019","Finistère","29","Bretagne","53","HTA",NA,NA,NA,11160.4728333333,17702.2631666667,46.2971666666667,"Brest (29)"
"2019","Brest","29019","Finistère","29","Bretagne","53","BT > 36 kVA",608.782,NA,NA,NA,NA,NA,"Brest (29)"
"2018","Brest","29019","Finistère","29","Bretagne","53","HTA",NA,NA,NA,13494.1125,17917.9803333333,84.3596666666667,"Brest (29)"
"2016","Brest","29019","Finistère","29","Bretagne","53","BT <= 36 kVA",382.232026028479,NA,NA,NA,NA,NA,"Brest (29)"
"2020","Brest","29019","Finistère","29","Bretagne","53","HTA",131.421,NA,NA,8509.0785,18040.2915,58.5063333333333,"Brest (29)"
"2020","Brest","29019","Finistère","29","Bretagne","53","BT > 36 kVA",749.637166666667,NA,NA,NA,NA,NA,"Brest (29)"
"2020","Brest","29019","Finistère","29","Bretagne","53","BT <= 36 kVA",556.082351257289,NA,NA,NA,NA,NA,"Brest (29)"
"2013","Caen","14118","Calvados","14","Normandie","28","BT <= 36 kVA",113.986982025019,NA,NA,NA,NA,NA,"Caen (14)"
"2014","Caen","14118","Calvados","14","Normandie","28","BT > 36 kVA",45.3386045095177,NA,NA,NA,NA,NA,"Caen (14)"
"2014","Caen","14118","Calvados","14","Normandie","28","HTA",NA,NA,NA,NA,50886.589,NA,"Caen (14)"
"2011","Caen","14118","Calvados","14","Normandie","28","BT <= 36 kVA",62.0645352918815,NA,NA,NA,NA,NA,"Caen (14)"
"2012","Caen","14118","Calvados","14","Normandie","28","HTA",NA,NA,NA,NA,50860.068,NA,"Caen (14)"
"2016","Caen","14118","Calvados","14","Normandie","28","BT > 36 kVA",43.4314173222492,NA,NA,NA,NA,NA,"Caen (14)"
"2016","Caen","14118","Calvados","14","Normandie","28","BT <= 36 kVA",162.125772750723,NA,NA,NA,NA,NA,"Caen (14)"
"2011","Caen","14118","Calvados","14","Normandie","28","HTA",NA,NA,NA,NA,55707.181,NA,"Caen (14)"
"2013","Caen","14118","Calvados","14","Normandie","28","HTA",NA,NA,NA,NA,52979.178,NA,"Caen (14)"
"2013","Caen","14118","Calvados","14","Normandie","28","BT > 36 kVA",1.123,NA,NA,NA,NA,NA,"Caen (14)"
"2017","Caen","14118","Calvados","14","Normandie","28","BT > 36 kVA",43.227,NA,NA,NA,NA,NA,"Caen (14)"
"2017","Caen","14118","Calvados","14","Normandie","28","BT <= 36 kVA",160.957,NA,NA,NA,NA,NA,"Caen (14)"
"2012","Caen","14118","Calvados","14","Normandie","28","BT <= 36 kVA",79.287083775616,NA,NA,NA,NA,NA,"Caen (14)"
"2015","Caen","14118","Calvados","14","Normandie","28","HTA",NA,NA,NA,NA,50944.87,NA,"Caen (14)"
"2015","Caen","14118","Calvados","14","Normandie","28","BT > 36 kVA",32.2302955713867,NA,NA,NA,NA,NA,"Caen (14)"
"2015","Caen","14118","Calvados","14","Normandie","28","BT <= 36 kVA",143.141781111196,NA,NA,NA,NA,NA,"Caen (14)"
"2018","Caen","14118","Calvados","14","Normandie","28","BT <= 36 kVA",164.151879916736,NA,NA,NA,NA,NA,"Caen (14)"
"2014","Caen","14118","Calvados","14","Normandie","28","BT <= 36 kVA",125.684796893033,NA,NA,NA,NA,NA,"Caen (14)"
"2016","Caen","14118","Calvados","14","Normandie","28","HTA",NA,NA,NA,NA,47014.219,NA,"Caen (14)"
"2017","Caen","14118","Calvados","14","Normandie","28","HTA",NA,NA,NA,NA,54671.458,NA,"Caen (14)"
"2018","Caen","14118","Calvados","14","Normandie","28","HTA",NA,NA,NA,NA,50677.6268333333,NA,"Caen (14)"
"2018","Caen","14118","Calvados","14","Normandie","28","BT > 36 kVA",45.8642567033409,NA,NA,NA,NA,NA,"Caen (14)"
"2019","Caen","14118","Calvados","14","Normandie","28","HTA",NA,NA,NA,NA,50132.2998333333,NA,"Caen (14)"
"2019","Caen","14118","Calvados","14","Normandie","28","BT <= 36 kVA",161.355509994456,NA,NA,NA,NA,NA,"Caen (14)"
"2019","Caen","14118","Calvados","14","Normandie","28","BT > 36 kVA",86.599,NA,NA,NA,NA,NA,"Caen (14)"
"2020","Caen","14118","Calvados","14","Normandie","28","BT > 36 kVA",35.606,NA,NA,NA,NA,NA,"Caen (14)"
"2020","Caen","14118","Calvados","14","Normandie","28","BT <= 36 kVA",159.340364082552,NA,NA,NA,NA,NA,"Caen (14)"
"2020","Caen","14118","Calvados","14","Normandie","28","HTA",42.322,NA,NA,NA,46369.396,NA,"Caen (14)"
"2011","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT > 36 kVA",527.978724888454,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2011","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","HTA",NA,NA,NA,10351.454,19624.531,NA,"Clermont-Ferrand (63)"
"2012","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",510.02420959907,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2014","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",603.222240916125,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2014","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT > 36 kVA",1369.48062719267,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2015","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","HTA",3264.828,NA,NA,96385.544,38247.163,NA,"Clermont-Ferrand (63)"
"2015","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT > 36 kVA",1660.30726493543,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2011","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",478.38665170322,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2017","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","HTA",3133.23,NA,NA,90112.273,43703.276,NA,"Clermont-Ferrand (63)"
"2013","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT > 36 kVA",1313.80232502991,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2013","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",517.094756362767,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2013","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","HTA",2738.44489209587,NA,NA,21633.767,38893.5280798005,NA,"Clermont-Ferrand (63)"
"2012","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT > 36 kVA",1052.42528505783,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2012","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","HTA",2763.60876161734,NA,NA,9898.836,25218.3557103492,NA,"Clermont-Ferrand (63)"
"2014","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","HTA",3123.501,NA,NA,92565.781,47746.534,NA,"Clermont-Ferrand (63)"
"2015","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",659.815649499303,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2018","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",757.573446976908,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2016","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT > 36 kVA",2354.18570061496,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2017","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT > 36 kVA",1828.963,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2017","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",721.494,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2018","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT > 36 kVA",1914.25672170842,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2019","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT > 36 kVA",1953.59666666667,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2019","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",771.14351258892,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2019","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","HTA",3290.32983333333,NA,NA,97146.6441666667,35069.91,NA,"Clermont-Ferrand (63)"
"2018","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","HTA",3169.38433333333,NA,NA,97550.1078333333,44014.9426666667,NA,"Clermont-Ferrand (63)"
"2016","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","HTA",3084.163,NA,NA,89018.252,44216.835,NA,"Clermont-Ferrand (63)"
"2016","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",631.694270379348,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2020","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT > 36 kVA",1790.575,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2020","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",935.540275588003,NA,NA,NA,NA,NA,"Clermont-Ferrand (63)"
"2020","Clermont-Ferrand","63113","Puy-De-Dôme","63","Auvergne-Rhône-Alpes","84","HTA",3539.8745,NA,NA,98092.1688333333,44056.4415,NA,"Clermont-Ferrand (63)"
"2011","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT <= 36 kVA",353.396551406143,NA,NA,NA,NA,NA,"Dijon (21)"
"2011","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT > 36 kVA",130.05780507081,NA,NA,NA,NA,NA,"Dijon (21)"
"2015","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT <= 36 kVA",512.958558471843,NA,NA,NA,NA,NA,"Dijon (21)"
"2014","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT <= 36 kVA",477.323194894355,NA,NA,NA,NA,NA,"Dijon (21)"
"2012","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","HTA",NA,NA,NA,41078.189,46374.148,NA,"Dijon (21)"
"2013","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT > 36 kVA",232.016839872368,NA,NA,NA,NA,NA,"Dijon (21)"
"2013","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","HTA",NA,NA,NA,29767.826,18529.2064458548,NA,"Dijon (21)"
"2013","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT <= 36 kVA",413.388915005931,NA,NA,NA,NA,NA,"Dijon (21)"
"2012","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT <= 36 kVA",394.454768393996,NA,NA,NA,NA,NA,"Dijon (21)"
"2012","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT > 36 kVA",206.08023819057,NA,NA,NA,NA,NA,"Dijon (21)"
"2011","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","HTA",NA,NA,NA,44885.805,53675.4679146809,NA,"Dijon (21)"
"2017","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT > 36 kVA",414.685,NA,NA,NA,NA,NA,"Dijon (21)"
"2017","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","HTA",1168.343,NA,NA,33448.492,42556.219,321.746,"Dijon (21)"
"2018","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT <= 36 kVA",723.770944818972,NA,NA,NA,NA,NA,"Dijon (21)"
"2015","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","HTA",NA,NA,NA,29256.113,32563.731,6.24,"Dijon (21)"
"2015","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT > 36 kVA",433.432633554909,NA,NA,NA,NA,NA,"Dijon (21)"
"2016","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","HTA",NA,NA,NA,31724.654,33057.808,14.561,"Dijon (21)"
"2014","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","HTA",NA,NA,NA,36004.677,32892.894,997.826,"Dijon (21)"
"2014","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT > 36 kVA",407.031301836961,NA,NA,NA,NA,NA,"Dijon (21)"
"2016","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT > 36 kVA",394.09613921938,NA,NA,NA,NA,NA,"Dijon (21)"
"2019","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT <= 36 kVA",811.903136560819,NA,NA,NA,NA,NA,"Dijon (21)"
"2017","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT <= 36 kVA",702.692,NA,NA,NA,NA,NA,"Dijon (21)"
"2018","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT > 36 kVA",429.96994305254,NA,NA,NA,NA,NA,"Dijon (21)"
"2018","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","HTA",NA,NA,NA,33735.2896666667,55929.7053333333,NA,"Dijon (21)"
"2019","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","HTA",1206.38566666667,NA,NA,23345.7383333333,56422.3463333333,NA,"Dijon (21)"
"2019","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT > 36 kVA",389.4265,NA,NA,NA,NA,NA,"Dijon (21)"
"2016","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT <= 36 kVA",598.882374172655,NA,NA,NA,NA,NA,"Dijon (21)"
"2020","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT > 36 kVA",390.564,NA,NA,NA,NA,NA,"Dijon (21)"
"2020","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","BT <= 36 kVA",922.914532981552,NA,NA,NA,NA,NA,"Dijon (21)"
"2020","Dijon","21231","Côte-D'or","21","Bourgogne-Franche-Comté","27","HTA",1232.85216666667,NA,NA,27960.02,56823.8456666667,NA,"Dijon (21)"
"2011","Le Havre","76351","Seine-Maritime","76","Normandie","28","HTA",NA,NA,NA,NA,94723.982,NA,"Le Havre (76)"
"2012","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT <= 36 kVA",291.34682530952,NA,NA,NA,NA,NA,"Le Havre (76)"
"2014","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT > 36 kVA",250.603572859976,NA,NA,NA,NA,NA,"Le Havre (76)"
"2014","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT <= 36 kVA",725.474464342939,NA,NA,NA,NA,NA,"Le Havre (76)"
"2014","Le Havre","76351","Seine-Maritime","76","Normandie","28","HTA",NA,NA,NA,NA,88491.935,NA,"Le Havre (76)"
"2013","Le Havre","76351","Seine-Maritime","76","Normandie","28","HTA",NA,NA,NA,NA,91374.5533870094,NA,"Le Havre (76)"
"2017","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT > 36 kVA",413.781,NA,NA,NA,NA,NA,"Le Havre (76)"
"2017","Le Havre","76351","Seine-Maritime","76","Normandie","28","HTA",NA,NA,NA,NA,96728.351,NA,"Le Havre (76)"
"2011","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT > 36 kVA",43.021,NA,NA,NA,NA,NA,"Le Havre (76)"
"2011","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT <= 36 kVA",249.373720716642,NA,NA,NA,NA,NA,"Le Havre (76)"
"2012","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT > 36 kVA",86.5871176412904,NA,NA,NA,NA,NA,"Le Havre (76)"
"2012","Le Havre","76351","Seine-Maritime","76","Normandie","28","HTA",NA,NA,NA,NA,94863.034,NA,"Le Havre (76)"
"2018","Le Havre","76351","Seine-Maritime","76","Normandie","28","HTA",NA,NA,NA,NA,91262.5358333333,NA,"Le Havre (76)"
"2015","Le Havre","76351","Seine-Maritime","76","Normandie","28","HTA",NA,NA,NA,NA,85770.257,NA,"Le Havre (76)"
"2015","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT > 36 kVA",220.625547172551,NA,NA,NA,NA,NA,"Le Havre (76)"
"2015","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT <= 36 kVA",861.690041986702,NA,NA,NA,NA,NA,"Le Havre (76)"
"2018","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT <= 36 kVA",983.824062485579,NA,NA,NA,NA,NA,"Le Havre (76)"
"2016","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT <= 36 kVA",877.640036877229,NA,NA,NA,NA,NA,"Le Havre (76)"
"2016","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT > 36 kVA",432.068667377482,NA,NA,NA,NA,NA,"Le Havre (76)"
"2017","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT <= 36 kVA",864.349,NA,NA,NA,NA,NA,"Le Havre (76)"
"2013","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT > 36 kVA",153.05929598851,NA,NA,NA,NA,NA,"Le Havre (76)"
"2013","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT <= 36 kVA",597.137092835154,NA,NA,NA,NA,NA,"Le Havre (76)"
"2018","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT > 36 kVA",344.792399846706,NA,NA,NA,NA,NA,"Le Havre (76)"
"2019","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT > 36 kVA",409.423,NA,NA,NA,NA,NA,"Le Havre (76)"
"2019","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT <= 36 kVA",983.070155278663,NA,NA,NA,NA,NA,"Le Havre (76)"
"2019","Le Havre","76351","Seine-Maritime","76","Normandie","28","HTA",NA,NA,NA,NA,88119.4725,NA,"Le Havre (76)"
