"annee","nom_com","code_commune","nom_departement","code_departement","nom_region","code_region","domaine_de_tension","prod_photovoltaïque_enedis_(mwh)","prod_eolien_enedis_(mwh)","prod_hydraulique_enedis_(mwh)","prod_bio_energie_enedis_(mwh)","prod_cogeneration_enedis_(mwh)","prod_autres_filieres_enedis_(mwh)","nom_commune"
"2020","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT <= 36 kVA",1009.87078574005,NA,NA,NA,NA,NA,"Le Havre (76)"
"2016","Le Havre","76351","Seine-Maritime","76","Normandie","28","HTA",NA,NA,NA,NA,92466.018,NA,"Le Havre (76)"
"2020","Le Havre","76351","Seine-Maritime","76","Normandie","28","BT > 36 kVA",425.221,NA,NA,NA,NA,NA,"Le Havre (76)"
"2020","Le Havre","76351","Seine-Maritime","76","Normandie","28","HTA",NA,NA,NA,NA,92381.868,NA,"Le Havre (76)"
"2014","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT > 36 kVA",112.216100868105,NA,NA,NA,512.474,NA,"Le Mans (72)"
"2014","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT <= 36 kVA",738.511302289125,NA,NA,NA,NA,NA,"Le Mans (72)"
"2011","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT <= 36 kVA",457.58847318886,NA,NA,NA,NA,NA,"Le Mans (72)"
"2012","Le Mans","72181","Sarthe","72","Pays De La Loire","52","HTA",NA,NA,NA,57756.077,63419.469,NA,"Le Mans (72)"
"2012","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT > 36 kVA",116.927462755061,NA,NA,NA,613.401,NA,"Le Mans (72)"
"2013","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT > 36 kVA",41.08070084419,NA,NA,NA,672.178,NA,"Le Mans (72)"
"2013","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT <= 36 kVA",634.740547280076,NA,NA,NA,NA,NA,"Le Mans (72)"
"2013","Le Mans","72181","Sarthe","72","Pays De La Loire","52","HTA",NA,NA,NA,55568.761,63117.3793179386,NA,"Le Mans (72)"
"2012","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT <= 36 kVA",518.79026464822,NA,NA,NA,NA,NA,"Le Mans (72)"
"2017","Le Mans","72181","Sarthe","72","Pays De La Loire","52","HTA",NA,NA,NA,52092.338,53496.595,NA,"Le Mans (72)"
"2011","Le Mans","72181","Sarthe","72","Pays De La Loire","52","HTA",NA,NA,NA,55371.763,63422.868,NA,"Le Mans (72)"
"2011","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT > 36 kVA",48.2220299123472,NA,NA,NA,473.719,NA,"Le Mans (72)"
"2014","Le Mans","72181","Sarthe","72","Pays De La Loire","52","HTA",NA,NA,NA,48500.284,55511.901,NA,"Le Mans (72)"
"2015","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT > 36 kVA",127.290456411636,NA,4.80626483489483,NA,251.231,NA,"Le Mans (72)"
"2015","Le Mans","72181","Sarthe","72","Pays De La Loire","52","HTA",NA,NA,NA,51431.201,52539.207,NA,"Le Mans (72)"
"2015","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT <= 36 kVA",773.585325202156,NA,NA,NA,NA,NA,"Le Mans (72)"
"2016","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT <= 36 kVA",766.242244314144,NA,NA,NA,NA,NA,"Le Mans (72)"
"2017","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT > 36 kVA",130.072,NA,26.721,NA,507.868,NA,"Le Mans (72)"
"2017","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT <= 36 kVA",726.433,NA,NA,NA,NA,NA,"Le Mans (72)"
"2018","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT <= 36 kVA",810.00644449474,NA,NA,NA,NA,NA,"Le Mans (72)"
"2018","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT > 36 kVA",142.729209457108,NA,39.4441243961175,NA,449.737166666667,NA,"Le Mans (72)"
"2018","Le Mans","72181","Sarthe","72","Pays De La Loire","52","HTA",NA,NA,NA,32777.411,42264.1675,NA,"Le Mans (72)"
"2019","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT > 36 kVA",145.064,NA,37.805,NA,504.601,NA,"Le Mans (72)"
"2019","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT <= 36 kVA",834.792837271286,NA,NA,NA,NA,NA,"Le Mans (72)"
"2019","Le Mans","72181","Sarthe","72","Pays De La Loire","52","HTA",NA,NA,NA,46409.0445,22801.6203333333,NA,"Le Mans (72)"
"2020","Le Mans","72181","Sarthe","72","Pays De La Loire","52","HTA",104.157,NA,8.203,48557.1415,21919.3333333333,NA,"Le Mans (72)"
"2016","Le Mans","72181","Sarthe","72","Pays De La Loire","52","HTA",NA,NA,NA,54308.914,54886.545,NA,"Le Mans (72)"
"2016","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT > 36 kVA",127.104026390327,NA,19.6846634190492,NA,300.294,NA,"Le Mans (72)"
"2020","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT <= 36 kVA",849.090746185135,NA,NA,NA,NA,NA,"Le Mans (72)"
"2020","Le Mans","72181","Sarthe","72","Pays De La Loire","52","BT > 36 kVA",145.871850980019,NA,NA,NA,NA,NA,"Le Mans (72)"
"2014","Lille","59350","Nord","59","Hauts-De-France","32","BT <= 36 kVA",454.868694870581,NA,NA,NA,NA,NA,"Lille (59)"
"2014","Lille","59350","Nord","59","Hauts-De-France","32","BT > 36 kVA",377.234002953389,NA,NA,NA,NA,NA,"Lille (59)"
"2015","Lille","59350","Nord","59","Hauts-De-France","32","BT <= 36 kVA",460.07432189499,NA,NA,NA,NA,NA,"Lille (59)"
"2015","Lille","59350","Nord","59","Hauts-De-France","32","BT > 36 kVA",589.531193742029,NA,NA,NA,NA,NA,"Lille (59)"
"2011","Lille","59350","Nord","59","Hauts-De-France","32","BT <= 36 kVA",185.819885565174,NA,NA,NA,NA,NA,"Lille (59)"
"2011","Lille","59350","Nord","59","Hauts-De-France","32","BT > 36 kVA",15.3579894490074,NA,NA,NA,NA,NA,"Lille (59)"
"2011","Lille","59350","Nord","59","Hauts-De-France","32","HTA",NA,NA,NA,NA,55815.313,NA,"Lille (59)"
"2017","Lille","59350","Nord","59","Hauts-De-France","32","BT > 36 kVA",490.77,NA,NA,NA,NA,NA,"Lille (59)"
"2017","Lille","59350","Nord","59","Hauts-De-France","32","HTA",NA,NA,NA,NA,51511.525,NA,"Lille (59)"
"2013","Lille","59350","Nord","59","Hauts-De-France","32","BT <= 36 kVA",353.394604341311,NA,NA,NA,NA,NA,"Lille (59)"
"2013","Lille","59350","Nord","59","Hauts-De-France","32","BT > 36 kVA",373.492898967383,NA,NA,NA,NA,NA,"Lille (59)"
"2013","Lille","59350","Nord","59","Hauts-De-France","32","HTA",NA,NA,NA,NA,52853.345,NA,"Lille (59)"
"2012","Lille","59350","Nord","59","Hauts-De-France","32","BT <= 36 kVA",252.182459799227,NA,NA,NA,NA,NA,"Lille (59)"
"2012","Lille","59350","Nord","59","Hauts-De-France","32","BT > 36 kVA",338.197155275135,NA,NA,NA,NA,NA,"Lille (59)"
"2012","Lille","59350","Nord","59","Hauts-De-France","32","HTA",NA,NA,NA,NA,55649.40306,NA,"Lille (59)"
"2014","Lille","59350","Nord","59","Hauts-De-France","32","HTA",NA,NA,NA,NA,54385.637,NA,"Lille (59)"
"2015","Lille","59350","Nord","59","Hauts-De-France","32","HTA",NA,NA,NA,NA,53462.664,NA,"Lille (59)"
"2018","Lille","59350","Nord","59","Hauts-De-France","32","BT <= 36 kVA",624.690240808678,NA,NA,NA,NA,NA,"Lille (59)"
"2018","Lille","59350","Nord","59","Hauts-De-France","32","HTA",NA,NA,NA,NA,53180.5945,NA,"Lille (59)"
"2016","Lille","59350","Nord","59","Hauts-De-France","32","BT <= 36 kVA",521.689443873984,NA,NA,NA,NA,NA,"Lille (59)"
"2016","Lille","59350","Nord","59","Hauts-De-France","32","BT > 36 kVA",529.975903131773,NA,NA,NA,NA,NA,"Lille (59)"
"2017","Lille","59350","Nord","59","Hauts-De-France","32","BT <= 36 kVA",547.35,NA,NA,NA,NA,NA,"Lille (59)"
"2018","Lille","59350","Nord","59","Hauts-De-France","32","BT > 36 kVA",499.131954787906,NA,NA,NA,NA,NA,"Lille (59)"
"2019","Lille","59350","Nord","59","Hauts-De-France","32","HTA",NA,NA,NA,NA,53194.397,NA,"Lille (59)"
"2019","Lille","59350","Nord","59","Hauts-De-France","32","BT > 36 kVA",465.989,NA,NA,NA,NA,NA,"Lille (59)"
"2019","Lille","59350","Nord","59","Hauts-De-France","32","BT <= 36 kVA",588.397822733951,NA,NA,NA,NA,NA,"Lille (59)"
"2020","Lille","59350","Nord","59","Hauts-De-France","32","BT <= 36 kVA",608.333219658948,NA,NA,NA,NA,NA,"Lille (59)"
"2016","Lille","59350","Nord","59","Hauts-De-France","32","HTA",NA,NA,NA,NA,52622.982,NA,"Lille (59)"
"2020","Lille","59350","Nord","59","Hauts-De-France","32","BT > 36 kVA",537.308041813238,NA,NA,NA,NA,NA,"Lille (59)"
"2020","Lille","59350","Nord","59","Hauts-De-France","32","HTA",NA,NA,NA,NA,53642.5071666667,NA,"Lille (59)"
"2015","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT > 36 kVA",941.541415485481,NA,NA,NA,NA,NA,"Limoges (87)"
"2013","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT > 36 kVA",284.540144403251,NA,NA,NA,NA,NA,"Limoges (87)"
"2012","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT <= 36 kVA",672.006764056716,NA,NA,NA,NA,NA,"Limoges (87)"
"2014","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT <= 36 kVA",963.333782485453,NA,NA,NA,NA,NA,"Limoges (87)"
"2014","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","HTA",NA,NA,NA,52276.954,1512.128,46.643,"Limoges (87)"
"2017","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT > 36 kVA",931.84,NA,NA,NA,NA,NA,"Limoges (87)"
"2017","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT <= 36 kVA",1082.66,NA,NA,NA,NA,NA,"Limoges (87)"
"2017","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","HTA",NA,NA,NA,56112.363,4681.552,10.64,"Limoges (87)"
"2011","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT > 36 kVA",185.140034709293,NA,NA,NA,NA,NA,"Limoges (87)"
"2011","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","HTA",NA,NA,NA,5123.223,30667.186,22.327,"Limoges (87)"
"2011","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT <= 36 kVA",540.755580820818,NA,NA,NA,NA,NA,"Limoges (87)"
"2012","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT > 36 kVA",303.131889145644,NA,NA,NA,NA,NA,"Limoges (87)"
"2012","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","HTA",NA,NA,NA,37596.5037921255,27100.025,33.046,"Limoges (87)"
"2014","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT > 36 kVA",489.780880153183,NA,NA,NA,NA,NA,"Limoges (87)"
"2018","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","HTA",NA,NA,NA,56529.9716666667,6663.644,NA,"Limoges (87)"
"2018","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT > 36 kVA",850.387838791173,NA,NA,NA,NA,NA,"Limoges (87)"
"2016","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","HTA",NA,NA,NA,58888.083,4002.372,179.986,"Limoges (87)"
"2013","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT <= 36 kVA",814.626068693154,NA,NA,NA,NA,NA,"Limoges (87)"
"2013","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","HTA",NA,NA,NA,52575.088,7112.72649,14.295,"Limoges (87)"
"2015","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","HTA",NA,NA,NA,57198.394,1851.995,32.24,"Limoges (87)"
"2015","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT <= 36 kVA",1070.31916792955,NA,NA,NA,NA,NA,"Limoges (87)"
"2018","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT <= 36 kVA",1144.77718427461,NA,NA,NA,NA,NA,"Limoges (87)"
"2019","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT <= 36 kVA",1154.97208438852,NA,NA,NA,NA,NA,"Limoges (87)"
"2019","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT > 36 kVA",845.0015,NA,NA,NA,NA,NA,"Limoges (87)"
"2019","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","HTA",NA,NA,NA,59942.4626666667,15425.0615,NA,"Limoges (87)"
"2020","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT <= 36 kVA",1190.16548514213,NA,NA,NA,NA,NA,"Limoges (87)"
"2016","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT > 36 kVA",938.054424037068,NA,NA,NA,NA,NA,"Limoges (87)"
"2016","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT <= 36 kVA",1044.36471600727,NA,NA,NA,NA,NA,"Limoges (87)"
"2020","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","HTA",NA,NA,NA,58046.515,16515.9608333333,NA,"Limoges (87)"
"2020","Limoges","87085","Haute-Vienne","87","Nouvelle-Aquitaine","75","BT > 36 kVA",1055.229,NA,NA,NA,NA,NA,"Limoges (87)"
"2011","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT > 36 kVA",452.006895230745,NA,NA,NA,797.557,NA,"Lyon (69)"
"2011","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",405.169451561188,NA,NA,NA,NA,NA,"Lyon (69)"
"2014","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","HTA",404.972,NA,NA,30262.067,NA,NA,"Lyon (69)"
"2012","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","HTA",407.338,NA,NA,27194.028,340.98397,NA,"Lyon (69)"
"2012","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",433.218886727531,NA,NA,NA,NA,NA,"Lyon (69)"
"2013","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",509.380058989566,NA,NA,NA,NA,NA,"Lyon (69)"
"2013","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","HTA",366.225,NA,NA,27850.164,NA,NA,"Lyon (69)"
"2012","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT > 36 kVA",506.279431046416,NA,NA,NA,809.299,NA,"Lyon (69)"
"2017","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT > 36 kVA",1278.398,NA,NA,NA,807.671,NA,"Lyon (69)"
"2011","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","HTA",241.76264940271,NA,NA,28041.476,4931.679,NA,"Lyon (69)"
"2014","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",608.341359586813,NA,NA,NA,NA,NA,"Lyon (69)"
"2014","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT > 36 kVA",880.465624399393,NA,NA,NA,800.593,NA,"Lyon (69)"
"2015","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","HTA",383.895,NA,NA,30805.102,NA,NA,"Lyon (69)"
"2018","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",913.036258895681,NA,NA,NA,NA,NA,"Lyon (69)"
"2018","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT > 36 kVA",1461.72541375803,NA,NA,NA,807.7845,NA,"Lyon (69)"
"2018","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","HTA",389.414833333333,NA,NA,35679.6968333333,15818.7521666667,NA,"Lyon (69)"
"2016","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT > 36 kVA",1058.28553000909,NA,NA,NA,798.93,NA,"Lyon (69)"
"2016","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","HTA",367.625,NA,NA,31636.079,NA,NA,"Lyon (69)"
"2013","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT > 36 kVA",612.977538885864,NA,NA,NA,831.307,NA,"Lyon (69)"
"2017","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",880.615,NA,NA,NA,NA,NA,"Lyon (69)"
"2017","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","HTA",384.841,NA,NA,30741.044,6127.879,NA,"Lyon (69)"
"2015","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",672.005802826888,NA,NA,NA,NA,NA,"Lyon (69)"
"2015","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT > 36 kVA",925.558050964711,NA,NA,NA,788.359,NA,"Lyon (69)"
"2019","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",932.754094687541,NA,NA,NA,NA,NA,"Lyon (69)"
"2019","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","HTA",426.281166666667,NA,NA,35763.2141666667,42647.5626666667,NA,"Lyon (69)"
"2019","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT > 36 kVA",1401.58116666667,NA,NA,NA,823.545833333333,NA,"Lyon (69)"
"2020","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","HTA",419.5755,NA,NA,27371.1326666667,43278.66,NA,"Lyon (69)"
"2016","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",902.826274484239,NA,NA,NA,NA,NA,"Lyon (69)"
"2020","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT > 36 kVA",1854.58566666667,NA,NA,NA,807.257666666667,NA,"Lyon (69)"
"2020","Lyon","69123","Rhône","69","Auvergne-Rhône-Alpes","84","BT <= 36 kVA",935.119175565052,NA,NA,NA,NA,NA,"Lyon (69)"
"2011","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","HTA",5383.76292802249,NA,4780.211,NA,99755.9779245038,NA,"Marseille (13)"
"2011","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT > 36 kVA",788.547273938102,NA,NA,NA,67.068,NA,"Marseille (13)"
"2011","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT <= 36 kVA",2603.39251403113,NA,NA,NA,NA,NA,"Marseille (13)"
"2015","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT <= 36 kVA",5496.25429569727,NA,NA,NA,NA,NA,"Marseille (13)"
"2015","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","HTA",10747.397,NA,4514.817,NA,97291.125,7163.40603785546,"Marseille (13)"
"2013","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","HTA",10777.809,NA,4150.625,NA,93349.3659031724,NA,"Marseille (13)"
"2013","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT > 36 kVA",7006.92960563123,NA,NA,NA,NA,NA,"Marseille (13)"
"2013","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT <= 36 kVA",4061.65216867146,NA,NA,NA,NA,NA,"Marseille (13)"
"2014","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","HTA",10661.83,NA,4476.062,NA,100024.301,NA,"Marseille (13)"
"2012","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT > 36 kVA",4444.01126236401,NA,NA,NA,0.008,NA,"Marseille (13)"
"2012","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","HTA",10314.7395106021,NA,4422.196,NA,104827.44618,NA,"Marseille (13)"
"2012","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT <= 36 kVA",3721.20178862154,NA,NA,NA,NA,NA,"Marseille (13)"
"2017","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT > 36 kVA",10100.494,NA,NA,NA,NA,NA,"Marseille (13)"
"2017","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","HTA",10613.938,NA,4172.317,NA,104444.034,235.07,"Marseille (13)"
"2018","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT > 36 kVA",9957.24147241478,NA,NA,NA,NA,NA,"Marseille (13)"
"2015","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT > 36 kVA",8092.68381466424,NA,NA,NA,NA,NA,"Marseille (13)"
"2014","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT <= 36 kVA",5221.43151111501,NA,NA,NA,NA,NA,"Marseille (13)"
"2014","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT > 36 kVA",7288.52450442973,NA,NA,NA,NA,NA,"Marseille (13)"
"2018","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT <= 36 kVA",5862.87307574884,NA,NA,NA,NA,NA,"Marseille (13)"
"2016","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT > 36 kVA",8560.99521847967,NA,NA,NA,NA,NA,"Marseille (13)"
"2017","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT <= 36 kVA",6122.055,NA,NA,NA,NA,NA,"Marseille (13)"
"2019","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","HTA",12855.4985,NA,4223.0615,NA,114800.941166667,131.641666666667,"Marseille (13)"
"2019","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT > 36 kVA",11302.6051077309,NA,NA,NA,NA,NA,"Marseille (13)"
"2018","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","HTA",11979.396,NA,4053.21366666667,NA,114587.527666667,59.544,"Marseille (13)"
"2019","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT <= 36 kVA",5992.75226452612,NA,NA,NA,NA,NA,"Marseille (13)"
"2020","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT <= 36 kVA",5947.0466760401,NA,NA,NA,NA,NA,"Marseille (13)"
"2016","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT <= 36 kVA",5863.90486368326,NA,NA,NA,NA,NA,"Marseille (13)"
"2016","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","HTA",10465.793,NA,4497.872,NA,98747.114,147.319,"Marseille (13)"
"2020","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","BT > 36 kVA",8811.516,NA,NA,NA,NA,NA,"Marseille (13)"
"2020","Marseille","13055","Bouches-Du-Rhône","13","Provence-Alpes-Côte D'azur","93","HTA",15146.8928333333,NA,4179.52949966667,NA,108807.5445,NA,"Marseille (13)"
"2015","Montpellier","34172","Hérault","34","Occitanie","76","HTA",514.213732620321,NA,NA,18703.202,49463.8035,NA,"Montpellier (34)"
"2013","Montpellier","34172","Hérault","34","Occitanie","76","HTA",NA,NA,NA,16155.147,33220.9457596213,NA,"Montpellier (34)"
"2013","Montpellier","34172","Hérault","34","Occitanie","76","BT <= 36 kVA",1495.50565304086,NA,NA,NA,NA,NA,"Montpellier (34)"
"2011","Montpellier","34172","Hérault","34","Occitanie","76","BT > 36 kVA",396.634462327339,NA,NA,NA,NA,NA,"Montpellier (34)"
"2011","Montpellier","34172","Hérault","34","Occitanie","76","BT <= 36 kVA",1218.40605671852,NA,NA,NA,NA,NA,"Montpellier (34)"
"2012","Montpellier","34172","Hérault","34","Occitanie","76","BT <= 36 kVA",1438.33749856374,NA,NA,NA,NA,NA,"Montpellier (34)"
"2012","Montpellier","34172","Hérault","34","Occitanie","76","BT > 36 kVA",2717.11574782315,NA,NA,NA,NA,NA,"Montpellier (34)"
"2012","Montpellier","34172","Hérault","34","Occitanie","76","HTA",NA,NA,NA,18083.101,60147.827581653,NA,"Montpellier (34)"
"2014","Montpellier","34172","Hérault","34","Occitanie","76","BT > 36 kVA",4631.07310903002,NA,NA,NA,NA,NA,"Montpellier (34)"
"2014","Montpellier","34172","Hérault","34","Occitanie","76","BT <= 36 kVA",1571.70619118828,NA,NA,NA,NA,NA,"Montpellier (34)"
"2011","Montpellier","34172","Hérault","34","Occitanie","76","HTA",NA,NA,NA,5057.996,69790.499455,NA,"Montpellier (34)"
"2013","Montpellier","34172","Hérault","34","Occitanie","76","BT > 36 kVA",3997.08758180976,NA,NA,NA,NA,NA,"Montpellier (34)"
"2017","Montpellier","34172","Hérault","34","Occitanie","76","BT > 36 kVA",4850.665,NA,NA,NA,NA,NA,"Montpellier (34)"
"2017","Montpellier","34172","Hérault","34","Occitanie","76","BT <= 36 kVA",1943.975,NA,NA,NA,NA,NA,"Montpellier (34)"
"2016","Montpellier","34172","Hérault","34","Occitanie","76","BT <= 36 kVA",1792.07782641649,NA,NA,NA,NA,NA,"Montpellier (34)"
"2014","Montpellier","34172","Hérault","34","Occitanie","76","HTA",NA,NA,NA,18680.748,49566.4663333333,NA,"Montpellier (34)"
"2018","Montpellier","34172","Hérault","34","Occitanie","76","HTA",4828.22633333333,NA,NA,20068.0495,39481.573,NA,"Montpellier (34)"
"2018","Montpellier","34172","Hérault","34","Occitanie","76","BT > 36 kVA",4605.28546512569,NA,NA,NA,NA,NA,"Montpellier (34)"
"2015","Montpellier","34172","Hérault","34","Occitanie","76","BT > 36 kVA",4902.32341721958,NA,NA,NA,NA,NA,"Montpellier (34)"
"2015","Montpellier","34172","Hérault","34","Occitanie","76","BT <= 36 kVA",1802.81961402534,NA,NA,NA,NA,NA,"Montpellier (34)"
"2017","Montpellier","34172","Hérault","34","Occitanie","76","HTA",4600.645,NA,NA,20471.71,43813.753,NA,"Montpellier (34)"
"2019","Montpellier","34172","Hérault","34","Occitanie","76","BT > 36 kVA",5670.54257679186,NA,NA,NA,NA,NA,"Montpellier (34)"
"2019","Montpellier","34172","Hérault","34","Occitanie","76","BT <= 36 kVA",1857.98438947309,NA,NA,NA,NA,NA,"Montpellier (34)"
"2018","Montpellier","34172","Hérault","34","Occitanie","76","BT <= 36 kVA",1827.40536434087,NA,NA,NA,NA,NA,"Montpellier (34)"
"2020","Montpellier","34172","Hérault","34","Occitanie","76","BT <= 36 kVA",1963.57458727539,NA,NA,NA,NA,NA,"Montpellier (34)"
"2019","Montpellier","34172","Hérault","34","Occitanie","76","HTA",4985.563,NA,NA,22003.2246666667,44042.6286666667,NA,"Montpellier (34)"
