"annee" "code_region" "nom_region" "code_categorie_consommation" "code_grand_secteur" "conso_totale_(mwh)" "conso_moyenne_(mwh)"
"2019" "76" "Occitanie" "ENT" "TERTIAIRE" 309954.400952145 148.873391427543
"2019" "76" "Occitanie" "ENT" "TERTIAIRE" 15894.5622615508 112.727391925892
"2019" "76" "Occitanie" "ENT" "TERTIAIRE" 2602.03890615756 108.418287756565
"2019" "52" "Pays De La Loire" "ENT" "INDUSTRIE" 92145.0885506317 1738.58657642701
"2019" "52" "Pays De La Loire" "ENT" "TERTIAIRE" 54611.1571917182 384.585614026185
"2019" "52" "Pays De La Loire" "ENT" "TERTIAIRE" 232326.899082228 139.871703240354
"2019" "52" "Pays De La Loire" "ENT" "TERTIAIRE" 2909.16357778044 103.898699206444
"2019" "52" "Pays De La Loire" "ENT" "TERTIAIRE" 3397.84225875247 99.9365370221315
"2019" "93" "Provence-Alpes-Côte D'azur" "ENT" "AGRICULTURE" 546.752227065221 109.350445413044
"2019" "93" "Provence-Alpes-Côte D'azur" "ENT" "INDUSTRIE" 2958.55565603142 105.662702001122
"2019" "93" "Provence-Alpes-Côte D'azur" "ENT" "TERTIAIRE" 403195.222541752 428.475263062435
"2019" "93" "Provence-Alpes-Côte D'azur" "ENT" "TERTIAIRE" 158680.420438345 495.876313869828
"2019" "93" "Provence-Alpes-Côte D'azur" "ENT" "TERTIAIRE" 77177.3316287854 161.79734094085
"2019" "93" "Provence-Alpes-Côte D'azur" "ENT" "TERTIAIRE" 44436.2441702338 1532.2842817322
"2019" "93" "Provence-Alpes-Côte D'azur" "RES" "RESIDENTIEL" 14656231.4646765 4.8461309812455
"2019" "11" "Île-De-France" "ENT" "INDUSTRIE" 151574.370937331 513.811426906207
"2019" "11" "Île-De-France" "ENT" "INDUSTRIE" 47839.2400393948 724.836970293861
"2019" "11" "Île-De-France" "ENT" "INDUSTRIE" 254018.494795345 291.97528137396
"2019" "11" "Île-De-France" "ENT" "INDUSTRIE" 286077.310538866 950.422958600882
"2019" "11" "Île-De-France" "ENT" "INDUSTRIE" 94694.8753760101 696.285848353016
"2019" "11" "Île-De-France" "ENT" "INDUSTRIE" 69609.4728952751 238.388605805737
"2019" "11" "Île-De-France" "ENT" "TERTIAIRE" 124587.038413816 215.176232148214
"2019" "11" "Île-De-France" "ENT" "TERTIAIRE" 928715.670193918 286.906292923669
"2019" "11" "Île-De-France" "ENT" "TERTIAIRE" 3041482.28396314 183.265984813397
"2019" "11" "Île-De-France" "ENT" "TERTIAIRE" 501816.976893206 2181.81294301394
"2019" "11" "Île-De-France" "ENT" "TERTIAIRE" 1163153.10482499 900.970646649877
"2019" "11" "Île-De-France" "ENT" "TERTIAIRE" 340497.58608137 223.570312594465
"2019" "11" "Île-De-France" "PRO" "AGRICULTURE" 41759.6090449621 11.4566828655589
"2018" "32" "Hauts-De-France" "ENT" "TERTIAIRE" 18944.3715152319 121.438278943794
"2018" "32" "Hauts-De-France" "ENT" "TERTIAIRE" 104082.173146194 331.471889000619
"2018" "32" "Hauts-De-France" "ENT" "TERTIAIRE" 22450.4531937171 92.0100540726111
"2018" "32" "Hauts-De-France" "ENT" "TERTIAIRE" 37.1942752049024 9.2985688012256
"2018" "28" "Normandie" "ENT" "AGRICULTURE" 135909.977254361 149.84561990558
"2018" "28" "Normandie" "ENT" "INDUSTRIE" 232700.048016882 686.430820108796
"2018" "28" "Normandie" "ENT" "TERTIAIRE" 29596.8753131329 138.303155668845
"2018" "28" "Normandie" "ENT" "TERTIAIRE" 993.724539411247 110.413837712361
"2018" "28" "Normandie" "ENT" "TERTIAIRE" 160455.409248343 220.103442041623
"2018" "28" "Normandie" "ENT" "TERTIAIRE" 1104.64154216068 122.737949128964
"2018" "75" "Nouvelle-Aquitaine" "ENT" "INDUSTRIE" 362133.055816488 676.884216479417
"2018" "75" "Nouvelle-Aquitaine" "ENT" "INDUSTRIE" 58177.1168349132 938.340594111504
"2018" "75" "Nouvelle-Aquitaine" "ENT" "INDUSTRIE" 182484.099689756 235.159922280613
"2018" "75" "Nouvelle-Aquitaine" "ENT" "TERTIAIRE" 108460.116347023 97.7118165288494
"2018" "75" "Nouvelle-Aquitaine" "ENT" "TERTIAIRE" 522875.503644031 229.936457187349
"2018" "75" "Nouvelle-Aquitaine" "ENT" "TERTIAIRE" 462887.207834735 224.702528075114
"2018" "75" "Nouvelle-Aquitaine" "ENT" "TERTIAIRE" 31476.6575975379 383.861678018755
"2018" "75" "Nouvelle-Aquitaine" "ENT" "TERTIAIRE" 131902.378449102 1691.05613396285
"2018" "75" "Nouvelle-Aquitaine" "ENT" "TERTIAIRE" 731.742373248909 73.1742373248909
"2018" "75" "Nouvelle-Aquitaine" "ENT" "TERTIAIRE" 580048.633023412 849.26593414848
"2018" "75" "Nouvelle-Aquitaine" "ENT" "TERTIAIRE" 17844.2065449271 540.733531664456
"2018" "76" "Occitanie" "ENT" "AGRICULTURE" 15194.5425058805 370.598597704402
"2018" "76" "Occitanie" "ENT" "INDUSTRIE" 22.1453451273762 22.1453451273762
"2018" "76" "Occitanie" "ENT" "INDUSTRIE" 1272.81262972213 181.83037567459
"2018" "76" "Occitanie" "ENT" "INDUSTRIE" 100025.333172123 1639.75956019874
"2018" "76" "Occitanie" "ENT" "INDUSTRIE" 11726.5743155254 451.022089058671
"2018" "76" "Occitanie" "ENT" "TERTIAIRE" 1452436.64421539 340.707634111046
"2018" "76" "Occitanie" "ENT" "TERTIAIRE" 26072.6873211643 465.583702163648
"2018" "76" "Occitanie" "ENT" "TERTIAIRE" 18324.9713333837 143.16383854206
"2018" "76" "Occitanie" "ENT" "TERTIAIRE" 15978.6048409818 112.525386204097
"2018" "76" "Occitanie" "ENT" "TERTIAIRE" 22828.9680796747 634.138002213187
